Experiment,Source quality,Direct columns,Bridged columns
Static grid candidate 374,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 375,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 376,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 377,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 378,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 379,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 380,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 381,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 382,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 383,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 384,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 385,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 386,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 387,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 388,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 389,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 390,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 391,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 392,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 393,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 394,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 395,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 396,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 397,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 398,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 399,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 400,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 401,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 402,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 403,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 404,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 405,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 406,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 407,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 408,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 409,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 410,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 411,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 412,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 413,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 414,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 415,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 416,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 417,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 418,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 419,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 420,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 421,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 422,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 423,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 424,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 425,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 426,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 427,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 428,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 429,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 430,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 431,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 432,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 433,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 434,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 435,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 436,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 437,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 438,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 439,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 440,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 441,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 442,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 443,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 444,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 445,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 446,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 447,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 448,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 449,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 450,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 451,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 452,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 453,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 454,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 455,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 456,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 457,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 458,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 459,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 460,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 461,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 462,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 463,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 464,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 465,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 466,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 467,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 468,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 469,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 470,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 471,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 472,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 473,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 474,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 475,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 476,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 477,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 478,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 479,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 480,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 481,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 482,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 483,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 484,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 485,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 486,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 487,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 488,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 489,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 490,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 491,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 492,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 493,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 494,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 495,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 496,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 497,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 498,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 499,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Static grid candidate 500,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Grid winner: maximum full-sample CAGR,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Grid winner: maximum Sharpe,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Grid winner: maximum median subperiod growth,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Grid winner: maximum worst-subperiod growth,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Ensemble: baseline + momentum + equity trend filter,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ share 75% + fast 4/26 vol,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ share 100% + fast 4/26 vol,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ 75% + remove Silver + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ 75% + gold-only static commodities + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ 75% + styles 15% + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ 75% + styles 20% + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ 75% + rates 16% + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ 75% + rates 20% + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: moderated grid-inspired static + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: sampled-grid winner + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ 75% + all-sleeve TSMOM 5%,Hybrid daily source P&L; derived/modified weekly sleeves bridged,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,TSMOM_ALL_26_52_104
Combined: QQQ 75% + all-sleeve TSMOM 5% + fast 4/26,Hybrid daily source P&L; derived/modified weekly sleeves bridged,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,TSMOM_ALL_26_52_104
Combined: QQQ 75% + all-sleeve TSMOM 10%,Hybrid daily source P&L; derived/modified weekly sleeves bridged,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,TSMOM_ALL_26_52_104
Combined: QQQ 75% + all-sleeve TSMOM 10% + fast 4/26,Hybrid daily source P&L; derived/modified weekly sleeves bridged,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,TSMOM_ALL_26_52_104
Combined: QQQ 75% + styles 15% + TSMOM 5% + fast 4/26,Hybrid daily source P&L; derived/modified weekly sleeves bridged,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,TSMOM_ALL_26_52_104
Combined: QQQ 100% + styles 15% + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Combined: QQQ 100% + styles 20% + fast 4/26,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
baseline,Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: sharpe, 156w, top 1, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: sharpe, 156w, top 1, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: sharpe, 156w, top 10, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: sharpe, 156w, top 10, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: sharpe, 260w, top 1, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: sharpe, 260w, top 1, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: sharpe, 260w, top 10, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: sharpe, 260w, top 10, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: log, 156w, top 1, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: log, 156w, top 1, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: log, 156w, top 10, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: log, 156w, top 10, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: log, 260w, top 1, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: log, 260w, top 1, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: log, 260w, top 10, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: log, 260w, top 10, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: lcb, 156w, top 1, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: lcb, 156w, top 1, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: lcb, 156w, top 10, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: lcb, 156w, top 10, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: lcb, 260w, top 1, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: lcb, 260w, top 1, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: lcb, 260w, top 10, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: lcb, 260w, top 10, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: worst_year, 260w, top 1, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: worst_year, 260w, top 1, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: worst_year, 260w, top 10, default vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
"Nested grid: worst_year, 260w, top 10, fast vol",Direct daily source P&L,Growth_QQQ | Broad_US | Trend | Rates_US5 | Styles | Gold | Corn | Silver | Bitcoin,
Simple four-strategy ensemble,Hybrid: genuine weekly meta path bridged over baseline daily shape,,meta strategy path
Conservative three-strategy ensemble,Hybrid: genuine weekly meta path bridged over baseline daily shape,,meta strategy path
Research four-strategy ensemble,Hybrid: genuine weekly meta path bridged over baseline daily shape,,meta strategy path
"Annual selector log, trailing 156w, simple candidate set",Hybrid: genuine weekly meta path bridged over baseline daily shape,,meta strategy path
"Annual selector log, trailing 260w, simple candidate set",Hybrid: genuine weekly meta path bridged over baseline daily shape,,meta strategy path
"Annual selector sharpe, trailing 156w, simple candidate set",Hybrid: genuine weekly meta path bridged over baseline daily shape,,meta strategy path
"Annual selector sharpe, trailing 260w, simple candidate set",Hybrid: genuine weekly meta path bridged over baseline daily shape,,meta strategy path
